# STAR             = HIP114971
# RA(ICRS, deg)    = 349.29141
# Dec(ICRS, deg)   = 3.2822883
# pmRA  (mas/yr)   = 759.820
# pmDec (mas/yr)   = 17.7700
# parallax (mas)   = 23.6400
# Vrad  (km/s)     = -14480.0
# Vtemplate (km/s) = -43132.0
# -------------------------------------------------------------------------------------------------------------------------------------- 
#           Filename                         JD_MID               BJD_MID           RV_raw        RV_bvc     Sigma1    Sigma2    Flux   
#                                            [days]                [days]            [m/s]         [m/s]      [m/s]     [m/s]    [ADU]  
# -------------------------------------------------------------------------------------------------------------------------------------- 
s1_2021-08-23T22-45-29_ext.ooo        2459450.4496444999  2459450.4558135746     -24277.50     -13967.42    139.79      6.98    4361.1
s1_2021-08-23T22-49-37_ext.ooo        2459450.4525179998  2459450.4586871732     -24269.11     -13965.00    127.73      6.65    4097.0
s1_2021-08-23T22-53-42_ext.ooo        2459450.4553565001  2459450.4615257713     -24262.62     -13964.51    126.49      6.73    4193.2
s1_2021-08-23T22-57-48_ext.ooo        2459450.4581947001  2459450.4643640686     -24253.99     -13961.97    121.93      5.79    4733.4
s1_2021-08-23T23-01-56_ext.ooo        2459450.4610660998  2459450.4672355670     -24249.68     -13963.92    121.78      5.69    4881.2
s1_2021-08-23T23-06-01_ext.ooo        2459450.4639114998  2459450.4700810649     -24244.25     -13964.80    131.42      6.16    4806.3
s1_2021-08-23T23-10-09_ext.ooo        2459450.4667743999  2459450.4729440631     -24237.47     -13964.46    133.04      6.43    4445.0
s1_2021-08-23T23-14-17_ext.ooo        2459450.4696455998  2459450.4758153614     -24231.08     -13964.62    129.31      6.11    4496.0
s1_2021-08-23T23-18-23_ext.ooo        2459450.4724901002  2459450.4786599590     -24222.41     -13962.54    124.41      5.83    4908.4
s1_2021-08-23T23-22-30_ext.ooo        2459450.4753479999  2459450.4815179566     -24211.88     -13958.72    114.39      5.92    5126.8
s1_2021-08-23T23-26-37_ext.ooo        2459450.4782070001  2459450.4843770545     -24206.37     -13960.02    128.67      6.04    4822.1
s1_2021-08-23T23-30-44_ext.ooo        2459450.4810715001  2459450.4872416528     -24196.00     -13956.55    113.47      5.56    5565.9
s1_2021-08-23T23-34-53_ext.ooo        2459450.4839495001  2459450.4901197511     -24192.20     -13959.77    117.74      5.51    5637.2
s1_2021-08-23T23-39-01_ext.ooo        2459450.4868231998  2459450.4929935490     -24178.14     -13952.80    112.61      4.81    5783.7
s1_2021-08-23T23-43-08_ext.ooo        2459450.4896801002  2459450.4958505468     -24176.71     -13958.51    108.98      5.03    5730.1
s1_2021-08-23T23-47-13_ext.ooo        2459450.4925194001  2459450.4986899435     -24172.52     -13961.50    116.75      5.06    6186.9
s1_2021-08-23T23-51-24_ext.ooo        2459450.4954201998  2459450.5015908419     -24161.20     -13957.59    121.07      5.11    5755.9
s1_2021-08-23T23-55-29_ext.ooo        2459450.4982595998  2459450.5044303387     -24152.10     -13955.82    113.10      5.40    5836.0
s1_2021-08-23T23-59-35_ext.ooo        2459450.5011028000  2459450.5072736354     -24145.39     -13956.52    111.88      4.82    6036.2
s1_2021-08-24T00-03-42_ext.ooo        2459450.5039666002  2459450.5101375328     -24135.07     -13953.74    109.65      4.64    6175.4
s1_2021-08-24T00-07-51_ext.ooo        2459450.5068470999  2459450.5130181303     -24125.92     -13952.24    113.01      4.82    6435.1
s1_2021-08-24T00-11-57_ext.ooo        2459450.5096895001  2459450.5158606274     -24118.81     -13952.76    115.66      5.12    6342.9
s1_2021-08-24T00-16-07_ext.ooo        2459450.5125854998  2459450.5187567254     -24113.76     -13955.54    112.83      5.36    6555.6
s1_2021-08-24T00-20-12_ext.ooo        2459450.5154239000  2459450.5215952215     -24104.78     -13954.30    105.84      4.51    6866.6
s1_2021-08-24T00-24-20_ext.ooo        2459450.5182914999  2459450.5244629188     -24098.18     -13955.58    108.29      4.69    6826.5
s1_2021-08-24T00-28-29_ext.ooo        2459450.5211695000  2459450.5273410161     -24091.00     -13956.38    113.03      5.40    6376.4
s1_2021-08-24T01-30-30_ext.ooo        2459450.5642442000  2459450.5704171644     -23958.57     -13949.05    103.11      4.19    7460.3
s1_2021-08-24T01-34-37_ext.ooo        2459450.5671043000  2459450.5732773598     -23946.55     -13945.63     99.53      4.42    7064.6
s1_2021-08-24T01-38-43_ext.ooo        2459450.5699522998  2459450.5761254546     -23944.15     -13951.79    105.97      4.94    6043.7
s1_2021-08-24T01-42-55_ext.ooo        2459450.5728618000  2459450.5790350516     -23930.72     -13947.14    110.75      4.81    6518.3
s1_2021-08-24T01-47-00_ext.ooo        2459450.5757011999  2459450.5818745461     -23921.57     -13946.58    114.09      5.37    6078.1
s1_2021-08-24T01-51-05_ext.ooo        2459450.5785377002  2459450.5847111410     -23910.89     -13944.49    109.14      4.96    5939.0
s1_2021-08-24T01-55-12_ext.ooo        2459450.5813966002  2459450.5875701359     -23902.02     -13944.29    109.86      4.68    6232.3
s1_2021-08-24T01-59-19_ext.ooo        2459450.5842533000  2459450.5904269307     -23895.95     -13946.89     98.70      4.64    6488.8
s1_2021-08-24T02-03-26_ext.ooo        2459450.5871110000  2459450.5932847257     -23890.43     -13950.04    105.61      4.43    7340.7
s1_2021-08-24T02-07-36_ext.ooo        2459450.5900021000  2459450.5961759216     -23876.14     -13944.55    104.82      4.07    7415.2
s1_2021-08-24T02-11-41_ext.ooo        2459450.5928401002  2459450.5990140159     -23863.78     -13940.82    101.21      4.28    6887.8
s1_2021-08-24T02-15-46_ext.ooo        2459450.5956807998  2459450.6018548096     -23859.66     -13945.34    110.19      4.78    6349.9
s1_2021-08-24T02-19-58_ext.ooo        2459450.5985919000  2459450.6047660057     -23855.10     -13949.62    109.39      5.16    5789.4
s1_2021-08-24T02-24-04_ext.ooo        2459450.6014395999  2459450.6076137996     -23844.02     -13947.19    105.21      4.86    6387.6
s1_2021-08-24T02-28-09_ext.ooo        2459450.6042793002  2459450.6104535940     -23831.68     -13943.48    115.51      5.10    6468.9
s1_2021-08-24T02-32-19_ext.ooo        2459450.6071752999  2459450.6133496892     -23825.36     -13945.94    109.07      4.77    7387.0
s1_2021-08-24T02-36-25_ext.ooo        2459450.6100146999  2459450.6161891827     -23822.02     -13951.20     96.28      4.14    7283.8
s1_2021-08-24T02-40-30_ext.ooo        2459450.6128568002  2459450.6190313767     -23805.09     -13942.87    103.62      4.69    6635.1
s1_2021-08-24T02-44-37_ext.ooo        2459450.6157171000  2459450.6218917705     -23799.13     -13945.53    100.30      4.10    7652.9
s1_2021-08-24T02-48-44_ext.ooo        2459450.6185667999  2459450.6247415640     -23791.76     -13946.75    107.11      4.67    7445.8
s1_2021-08-24T02-52-50_ext.ooo        2459450.6214230000  2459450.6275978582     -23782.53     -13946.09     99.68      3.92    8014.9
s1_2021-08-24T02-56-58_ext.ooo        2459450.6242825999  2459450.6304575517     -23772.97     -13945.10    101.43      3.99    7884.1
s1_2021-08-24T03-01-04_ext.ooo        2459450.6271398002  2459450.6333148456     -23762.70     -13943.36     95.68      3.81    8207.8
s1_2021-08-24T03-05-10_ext.ooo        2459450.6299795001  2459450.6361546386     -23757.40     -13946.52    107.79      4.50    6631.6
s1_2021-08-24T03-09-19_ext.ooo        2459450.6328664999  2459450.6390417330     -23745.76     -13943.44    103.23      4.27    6793.3
s1_2021-08-24T03-13-28_ext.ooo        2459450.6357419998  2459450.6419173270     -23738.64     -13944.82    106.96      4.94    6802.8
s1_2021-08-24T03-17-36_ext.ooo        2459450.6386126000  2459450.6447880208     -23733.14     -13947.76    107.80      4.91    6656.2
s1_2021-08-24T03-21-46_ext.ooo        2459450.6415098002  2459450.6476853159     -23722.45     -13945.56    113.06      5.20    6265.7
s1_2021-08-24T03-25-51_ext.ooo        2459450.6443502000  2459450.6505258083     -23707.94     -13939.32    119.16      5.24    6516.0
s1_2021-08-24T03-29-58_ext.ooo        2459450.6472006999  2459450.6533764009     -23707.86     -13947.51     94.12      4.01    6104.4
s1_2021-08-24T03-34-06_ext.ooo        2459450.6500809998  2459450.6562567945     -23697.70     -13945.66    115.59      4.68    6252.0
s1_2021-08-24T03-38-13_ext.ooo        2459450.6529302001  2459450.6591060879     -23690.32     -13946.45    126.30      5.53    5946.3
s1_2021-08-24T03-42-18_ext.ooo        2459450.6557701002  2459450.6619460802     -23684.90     -13949.13    115.01      5.03    6182.8
s1_2021-08-24T03-46-28_ext.ooo        2459450.6586631001  2459450.6648391741     -23672.67     -13945.10    113.98      5.30    6025.4
s1_2021-08-24T03-50-35_ext.ooo        2459450.6615203000  2459450.6676964667     -23667.03     -13947.49    107.15      5.02    6020.0
s1_2021-08-24T03-54-41_ext.ooo        2459450.6643694001  2459450.6705456590     -23658.12     -13946.55    111.29      5.10    6399.9
s1_2021-08-24T03-58-48_ext.ooo        2459450.6672276999  2459450.6734040515     -23643.82     -13940.18    110.45      5.03    6100.0
s1_2021-08-24T04-02-55_ext.ooo        2459450.6700859000  2459450.6762623442     -23644.32     -13948.55    109.14      4.68    6644.4
s1_2021-08-24T04-07-01_ext.ooo        2459450.6729318001  2459450.6791083361     -23629.80     -13941.81    109.69      5.19    6887.4
s1_2021-08-24T04-11-08_ext.ooo        2459450.6757923998  2459450.6819690284     -23625.38     -13945.14    114.82      4.84    6472.2
s1_2021-08-24T21-23-23_ext.ooo        2459451.3926336002  2459451.3988333615     -23888.99     -13949.80    132.04      6.33    4001.4
s1_2021-08-24T21-38-47_ext.ooo        2459451.4033287000  2459451.4095288161     -23874.60     -13950.08    117.16      5.53    4939.0
s1_2021-08-24T21-42-55_ext.ooo        2459451.4062028001  2459451.4124030112     -23863.32     -13943.03    123.93      5.68    5360.4
s1_2021-08-24T21-47-04_ext.ooo        2459451.4090755000  2459451.4152758061     -23866.00     -13950.06    129.78      5.78    5187.1
s1_2021-08-24T21-51-12_ext.ooo        2459451.4119548998  2459451.4181553014     -23857.97     -13946.52    130.15      6.37    4680.8
s1_2021-08-24T21-55-19_ext.ooo        2459451.4148098002  2459451.4210102963     -23851.31     -13944.43    131.17      6.63    5081.6
s1_2021-08-24T21-59-24_ext.ooo        2459451.4176506000  2459451.4238511897     -23844.79     -13942.58    121.90      5.12    5659.3
s1_2021-08-24T22-03-32_ext.ooo        2459451.4205108001  2459451.4267114843     -23843.33     -13945.93    116.73      5.11    5672.6
s1_2021-08-24T22-07-37_ext.ooo        2459451.4233561000  2459451.4295568783     -23831.88     -13939.38    118.31      4.89    6089.8
s1_2021-08-24T22-11-44_ext.ooo        2459451.4262132002  2459451.4324140730     -23831.15     -13943.69    123.34      5.54    6186.6
s1_2021-08-24T22-15-52_ext.ooo        2459451.4290784998  2459451.4352794671     -23830.49     -13948.20    116.74      5.32    5591.4
s1_2021-08-24T22-19-57_ext.ooo        2459451.4319209000  2459451.4381219610     -23821.12     -13944.07    131.04      6.25    4727.6
s1_2021-08-24T22-24-03_ext.ooo        2459451.4347603000  2459451.4409614545     -23815.34     -13943.63    132.29      6.24    4459.3
s1_2021-08-24T22-28-12_ext.ooo        2459451.4376432998  2459451.4438445494     -23808.43     -13942.26    126.46      6.10    4701.5
s1_2021-08-24T22-32-18_ext.ooo        2459451.4404871999  2459451.4466885431     -23804.72     -13944.12    132.96      6.29    4587.4
s1_2021-08-24T22-36-24_ext.ooo        2459451.4433431998  2459451.4495446370     -23801.64     -13946.74    125.00      6.15    4685.5
s1_2021-08-24T22-40-36_ext.ooo        2459451.4462569002  2459451.4524584329     -23790.37     -13941.40    131.31      5.70    5074.5
s1_2021-08-24T22-44-41_ext.ooo        2459451.4490951002  2459451.4552967264     -23785.80     -13942.70    116.78      5.88    5081.3
s1_2021-08-24T22-48-47_ext.ooo        2459451.4519345998  2459451.4581363192     -23779.31     -13942.19    121.07      5.79    5528.7
s1_2021-08-24T22-52-55_ext.ooo        2459451.4548065001  2459451.4610083136     -23779.75     -13948.79    119.89      5.33    5558.2
s1_2021-08-24T22-57-02_ext.ooo        2459451.4576631999  2459451.4638651074     -23768.19     -13943.45    124.67      5.45    5358.2
s1_2021-08-24T23-01-07_ext.ooo        2459451.4605065002  2459451.4667085009     -23761.71     -13943.25    113.02      5.48    5441.8
s1_2021-08-24T23-05-18_ext.ooo        2459451.4634043998  2459451.4696064955     -23756.13     -13944.18    121.76      5.52    5187.6
s1_2021-08-24T23-09-25_ext.ooo        2459451.4662672002  2459451.4724693894     -23754.67     -13949.24    126.25      5.52    5264.6
s1_2021-08-24T23-13-32_ext.ooo        2459451.4691265998  2459451.4753288827     -23738.88     -13940.06    123.36      5.79    5172.9
s1_2021-08-24T23-17-40_ext.ooo        2459451.4720001998  2459451.4782025767     -23736.62     -13944.54    121.28      5.47    6083.3
s1_2021-08-24T23-21-48_ext.ooo        2459451.4748716000  2459451.4810740706     -23724.28     -13939.02    101.84      4.58    6551.6
s1_2021-08-24T23-25-56_ext.ooo        2459451.4777318998  2459451.4839344639     -23721.03     -13942.65    104.61      4.55    6669.6
s1_2021-08-24T23-30-03_ext.ooo        2459451.4805919002  2459451.4867945574     -23714.75     -13943.34    104.75      4.19    6692.8
s1_2021-08-24T23-34-09_ext.ooo        2459451.4834397999  2459451.4896425498     -23708.79     -13944.41    109.90      4.86    6946.7
s1_2021-08-24T23-38-14_ext.ooo        2459451.4862791002  2459451.4924819428     -23701.05     -13943.75    106.60      4.57    7058.6
s1_2021-08-24T23-42-24_ext.ooo        2459451.4891742999  2459451.4953772370     -23691.67     -13941.68    107.27      4.64    7101.2
s1_2021-08-24T23-46-32_ext.ooo        2459451.4920410998  2459451.4982441301     -23682.09     -13939.41    100.84      4.37    7369.2
s1_2021-08-24T23-50-37_ext.ooo        2459451.4948807000  2459451.5010838225     -23675.22     -13939.86    110.47      4.55    7071.9
s1_2021-08-24T23-54-45_ext.ooo        2459451.4977536998  2459451.5039569153     -23667.33     -13939.45    103.30      4.53    6739.9
s1_2021-08-24T23-58-52_ext.ooo        2459451.5006035999  2459451.5068069082     -23662.03     -13941.65    111.79      4.94    6820.7
s1_2021-08-25T00-03-00_ext.ooo        2459451.5034794998  2459451.5096829012     -23654.35     -13941.61    109.83      4.77    6601.9
s1_2021-08-25T00-07-12_ext.ooo        2459451.5063967998  2459451.5126002957     -23652.64     -13947.72    111.15      4.83    7095.0
s1_2021-08-25T00-11-18_ext.ooo        2459451.5092428001  2459451.5154463882     -23644.68     -13947.45    106.83      4.60    6782.4
s1_2021-08-25T00-15-25_ext.ooo        2459451.5121006002  2459451.5183042809     -23638.00     -13948.56    113.54      4.99    6653.4
s1_2021-08-25T00-19-35_ext.ooo        2459451.5149981999  2459451.5212019742     -23624.96     -13943.48    116.26      4.87    6578.8
s1_2021-08-25T00-23-41_ext.ooo        2459451.5178391002  2459451.5240429663     -23622.40     -13948.79    115.93      4.52    6666.2
s1_2021-08-25T00-27-48_ext.ooo        2459451.5206967001  2459451.5269006584     -23608.41     -13942.77    103.16      4.33    6392.3
s1_2021-08-25T00-31-56_ext.ooo        2459451.5235730000  2459451.5297770509     -23601.50     -13943.94    107.02      4.48    6473.5
s1_2021-08-25T00-36-02_ext.ooo        2459451.5264125001  2459451.5326166428     -23591.20     -13941.67    102.53      4.30    6833.3
s1_2021-08-25T00-40-07_ext.ooo        2459451.5292519000  2459451.5354561340     -23586.14     -13944.70    109.66      4.20    7259.4
s1_2021-08-25T00-44-14_ext.ooo        2459451.5321105998  2459451.5383149260     -23576.03     -13942.77     96.86      4.22    7366.5
s1_2021-08-25T00-48-19_ext.ooo        2459451.5349500999  2459451.5411545173     -23568.10     -13943.03    112.97      4.69    7425.6
s1_2021-08-25T00-52-24_ext.ooo        2459451.5377885001  2459451.5439930083     -23562.86     -13946.00     98.37      3.98    7414.7
s1_2021-08-25T00-56-32_ext.ooo        2459451.5406494001  2459451.5468540001     -23550.09     -13941.56    115.26      4.34    7833.4
s1_2021-08-25T01-00-37_ext.ooo        2459451.5434877002  2459451.5496923914     -23542.84     -13942.62    106.11      4.18    7846.1
s1_2021-08-25T01-53-18_ext.ooo        2459451.5800729999  2459451.5862788567     -23428.56     -13937.98    117.17      4.98    8543.3
s1_2021-08-25T01-57-27_ext.ooo        2459451.5829528999  2459451.5891588479     -23421.08     -13939.25     97.46      4.12    8454.2
s1_2021-08-25T02-01-32_ext.ooo        2459451.5857922002  2459451.5919982381     -23413.20     -13940.01    109.42      4.82    8477.8
s1_2021-08-25T02-05-39_ext.ooo        2459451.5886538001  2459451.5948599284     -23399.50     -13935.01    105.60      4.09    8162.5
s1_2021-08-25T02-09-46_ext.ooo        2459451.5915132998  2459451.5977195185     -23398.17     -13942.40    109.46      4.83    7676.8
s1_2021-08-25T02-13-53_ext.ooo        2459451.5943747000  2459451.6005810089     -23388.64     -13941.57    103.43      4.60    7901.4
s1_2021-08-25T02-18-01_ext.ooo        2459451.5972377001  2459451.6034440990     -23374.59     -13936.23    114.34      4.94    8130.0
s1_2021-08-25T02-22-08_ext.ooo        2459451.6000971999  2459451.6063036891     -23367.44     -13937.77    104.43      4.23    8674.1
s1_2021-08-25T02-26-14_ext.ooo        2459451.6029512002  2459451.6091577793     -23359.51     -13938.52    118.38      5.17    8547.0
s1_2021-08-25T02-30-25_ext.ooo        2459451.6058453000  2459451.6120519699     -23349.73     -13937.51    114.17      4.95    8547.1
