# STAR             = HIP114971
# RA(ICRS, deg)    = 349.29141
# Dec(ICRS, deg)   = 3.2822883
# pmRA  (mas/yr)   = 759.820
# pmDec (mas/yr)   = 17.7700
# parallax (mas)   = 23.6400
# Vrad  (km/s)     = -14480.0
# Vtemplate (km/s) = -43132.0
# -------------------------------------------------------------------------------------------------------------------------------------- 
#           Filename                         JD_MID               BJD_MID           RV_raw        RV_bvc     Sigma1    Sigma2    Flux   
#                                            [days]                [days]            [m/s]         [m/s]      [m/s]     [m/s]    [ADU]  
# -------------------------------------------------------------------------------------------------------------------------------------- 
s1_2021-10-31T19-56-28_ext.ooo        2459519.3322743000  2459519.3369133272       7884.55     -13968.37    131.63      6.36    5243.1
s1_2021-10-31T20-00-36_ext.ooo        2459519.3351459000  2459519.3397847181       7888.07     -13972.54    129.36      6.54    4978.5
s1_2021-10-31T20-04-41_ext.ooo        2459519.3379861000  2459519.3426247109       7896.18     -13972.10    133.58      6.70    5346.6
s1_2021-10-31T20-08-47_ext.ooo        2459519.3408252001  2459519.3454636042       7899.58     -13976.43    118.54      6.54    4980.5
s1_2021-10-31T20-12-54_ext.ooo        2459519.3436850002  2459519.3483231957       7910.42     -13973.41    117.91      5.80    5306.9
s1_2021-10-31T20-16-59_ext.ooo        2459519.3465241999  2459519.3511621882       7916.11     -13975.54    133.11      6.49    5464.8
s1_2021-10-31T20-21-06_ext.ooo        2459519.3493802999  2459519.3540180796       7932.74     -13966.83    122.66      6.34    5296.4
s1_2021-10-31T20-25-13_ext.ooo        2459519.3522406998  2459519.3568782704       7934.42     -13973.12    116.12      5.49    5939.4
s1_2021-10-31T20-29-20_ext.ooo        2459519.3550995998  2459519.3597369613       7939.17     -13976.38    110.35      5.44    6267.9
s1_2021-10-31T20-33-27_ext.ooo        2459519.3579579000  2459519.3625950529       7943.05     -13980.55    125.40      6.03    6700.3
s1_2021-10-31T20-37-38_ext.ooo        2459519.3608593000  2459519.3654962406       7958.22     -13973.59    114.84      5.29    7442.6
s1_2021-10-31T20-41-43_ext.ooo        2459519.3636965002  2459519.3683332335       7966.68     -13973.19    112.44      5.36    6886.3
s1_2021-10-31T20-45-48_ext.ooo        2459519.3665348999  2459519.3711714256       7968.48     -13979.50    115.22      5.47    8079.9
s1_2021-10-31T20-49-55_ext.ooo        2459519.3693941999  2459519.3740305160       7980.83     -13975.34    114.73      5.41    8102.8
s1_2021-10-31T20-54-00_ext.ooo        2459519.3722322001  2459519.3768683085       7982.67     -13981.66    113.48      5.18    7221.2
s1_2021-10-31T20-58-06_ext.ooo        2459519.3750747000  2459519.3797106002       8001.16     -13971.38    119.07      6.37    8611.2
s1_2021-10-31T21-02-13_ext.ooo        2459519.3779376000  2459519.3825732903       8005.32     -13975.50    114.13      5.00    8378.2
s1_2021-10-31T21-06-19_ext.ooo        2459519.3807780999  2459519.3854135820       8012.40     -13976.66    115.76      5.32    8507.5
s1_2021-10-31T21-10-26_ext.ooo        2459519.3836369002  2459519.3882721728       8018.70     -13978.67    118.27      5.50    8690.3
s1_2021-10-31T21-14-33_ext.ooo        2459519.3864965001  2459519.3911315626       8023.56     -13982.14    104.97      4.80    8783.6
s1_2021-10-31T21-18-41_ext.ooo        2459519.3893700000  2459519.3940048516       8038.06     -13976.04    121.53      5.40    7561.7
s1_2021-10-31T21-22-46_ext.ooo        2459519.3922092998  2459519.3968439428       8041.84     -13980.55    115.87      5.46    7445.5
s1_2021-10-31T21-26-54_ext.ooo        2459519.3950741999  2459519.3997086328       8053.73     -13977.05    112.42      5.04    8737.4
s1_2021-10-31T21-30-59_ext.ooo        2459519.3979133000  2459519.4025475243       8062.81     -13976.29    141.87      7.88    8784.8
s1_2021-10-31T21-35-06_ext.ooo        2459519.4007687001  2459519.4054027144       8072.29     -13975.19    116.12      5.34    7514.9
s1_2021-10-31T21-39-14_ext.ooo        2459519.4036407000  2459519.4082745030       8071.21     -13984.69    116.68      5.05    9127.9
s1_2021-10-31T21-43-19_ext.ooo        2459519.4064801000  2459519.4111136943       8086.07     -13978.16    133.76      7.59    9451.1
s1_2021-10-31T21-47-26_ext.ooo        2459519.4093379001  2459519.4139712839       8092.82     -13979.79    107.52      4.70    7983.5
s1_2021-10-31T21-51-34_ext.ooo        2459519.4122020998  2459519.4168352727       8101.04     -13979.97    123.90      5.54    9251.4
s1_2021-10-31T21-55-41_ext.ooo        2459519.4150625002  2459519.4196954626       8109.85     -13979.53    104.10      5.06    9234.8
s1_2021-10-31T21-59-46_ext.ooo        2459519.4178996002  2459519.4225323536       8117.86     -13979.83    113.17      5.41    7901.6
s1_2021-10-31T22-03-53_ext.ooo        2459519.4207640002  2459519.4253965425       8129.31     -13976.75    112.25      5.16    9066.7
s1_2021-10-31T22-08-00_ext.ooo        2459519.4236221001  2459519.4282544316       8126.54     -13987.86    115.43      5.53    7586.0
s1_2021-10-31T22-12-06_ext.ooo        2459519.4264607001  2459519.4310928225       8141.64     -13981.02    122.27      6.07    7719.0
s1_2021-10-31T22-16-19_ext.ooo        2459519.4293868998  2459519.4340188061       8148.85     -13982.32    104.45      4.92    8829.2
s1_2021-10-31T22-20-25_ext.ooo        2459519.4322438999  2459519.4368755952       8161.23     -13978.22    114.17      5.20    7521.9
s1_2021-10-31T22-24-31_ext.ooo        2459519.4350852999  2459519.4397167852       8173.23     -13974.44    117.42      5.58    7520.9
s1_2021-10-31T22-28-41_ext.ooo        2459519.4379846998  2459519.4426159714       8177.98     -13978.04    122.07      5.67    7244.1
s1_2021-10-31T22-32-48_ext.ooo        2459519.4408387998  2459519.4454698605       8179.79     -13984.42    115.14      5.08    7234.1
s1_2021-10-31T22-36-55_ext.ooo        2459519.4436967000  2459519.4483275493       8192.46     -13979.93    117.48      5.49    7199.5
s1_2021-10-31T22-41-02_ext.ooo        2459519.4465556000  2459519.4511862379       8200.56     -13979.98    110.14      5.54    6823.5
s1_2021-10-31T22-45-07_ext.ooo        2459519.4493972999  2459519.4540277272       8201.89     -13986.71    113.97      5.81    6839.7
s1_2021-10-31T22-49-14_ext.ooo        2459519.4522547000  2459519.4568849159       8214.23     -13982.44    118.74      5.79    6715.2
s1_2021-10-31T22-53-22_ext.ooo        2459519.4551161001  2459519.4597461042       8223.54     -13981.18    120.45      5.68    6856.8
s1_2021-10-31T22-57-27_ext.ooo        2459519.4579543001  2459519.4625840941       8227.78     -13984.88    106.00      5.52    7625.1
s1_2021-10-31T23-01-33_ext.ooo        2459519.4608002999  2459519.4654298830       8237.06     -13983.52    114.68      5.48    6813.1
s1_2021-10-31T23-05-45_ext.ooo        2459519.4637269001  2459519.4683562666       8249.68     -13978.99    116.47      5.34    8022.3
s1_2021-10-31T23-09-52_ext.ooo        2459519.4665851998  2459519.4712143540       8255.29     -13981.23    108.69      4.94    7143.9
s1_2021-10-31T23-13-59_ext.ooo        2459519.4694421999  2459519.4740711423       8269.09     -13975.23    108.62      5.29    8374.7
s1_2021-10-31T23-18-06_ext.ooo        2459519.4723018999  2459519.4769306304       8270.62     -13981.46    101.47      5.09    8002.5
s1_2021-10-31T23-22-12_ext.ooo        2459519.4751403001  2459519.4797688196       8284.75     -13974.97    113.43      5.59    7507.6
s1_2021-10-31T23-26-17_ext.ooo        2459519.4779853001  2459519.4826136087       8290.25     -13977.08    116.33      5.91    7298.8
s1_2021-10-31T23-30-24_ext.ooo        2459519.4808417000  2459519.4854697962       8294.05     -13980.86    118.26      5.74    6984.9
s1_2021-10-31T23-34-30_ext.ooo        2459519.4836812001  2459519.4883090854       8305.58     -13976.79    131.42      6.04    6948.5
s1_2021-10-31T23-38-36_ext.ooo        2459519.4865390998  2459519.4911667728       8312.66     -13977.17    122.63      6.12    6808.1
s1_2021-10-31T23-42-45_ext.ooo        2459519.4894110998  2459519.4940385595       8328.91     -13968.35    127.54      5.85    6479.5
s1_2021-10-31T23-46-50_ext.ooo        2459519.4922503000  2459519.4968775483       8333.05     -13971.48    122.83      5.54    6557.7
s1_2021-10-31T23-50-58_ext.ooo        2459519.4951160001  2459519.4997430355       8334.66     -13977.15    111.29      5.55    6704.1
s1_2021-10-31T23-55-05_ext.ooo        2459519.4979773001  2459519.5026041223       8342.12     -13976.88    104.89      4.86    6417.7
s1_2021-10-31T23-59-11_ext.ooo        2459519.5008298000  2459519.5054564099       8349.86     -13976.23    125.88      6.39    6707.3
s1_2021-11-01T00-03-17_ext.ooo        2459519.5036693998  2459519.5082957982       8358.79     -13974.29    112.55      5.61    6960.6
s1_2021-11-01T00-07-27_ext.ooo        2459519.5065629999  2459519.5111891828       8372.81     -13967.31    107.14      4.89    6919.6
s1_2021-11-01T00-11-33_ext.ooo        2459519.5094197998  2459519.5140457698       8374.99     -13972.00    112.61      5.72    6638.8
s1_2021-11-01T00-15-40_ext.ooo        2459519.5122755002  2459519.5169012574       8384.75     -13969.03    121.35      6.29    6125.6
s1_2021-11-01T00-19-47_ext.ooo        2459519.5151340002  2459519.5197595446       8393.05     -13967.44    135.51      6.76    6123.9
s1_2021-11-01T00-23-52_ext.ooo        2459519.5179722002  2459519.5225975327       8397.28     -13969.79    125.19      6.58    5752.8
s1_2021-11-01T00-27-58_ext.ooo        2459519.5208172998  2459519.5254424200       8405.57     -13968.01    128.79      6.49    5851.0
s1_2021-11-01T00-32-08_ext.ooo        2459519.5237075998  2459519.5283325044       8406.71     -13973.39    112.25      5.97    6504.0
s1_2021-11-01T00-36-13_ext.ooo        2459519.5265509998  2459519.5311756921       8416.89     -13969.54    116.22      5.85    6768.6
s1_2021-11-01T00-40-20_ext.ooo        2459519.5294082002  2459519.5340326792       8428.35     -13964.35    129.17      6.30    6362.3
s1_2021-11-01T00-44-29_ext.ooo        2459519.5322905998  2459519.5369148636       8433.65     -13965.27    122.80      5.92    6622.3
s1_2021-11-01T00-48-37_ext.ooo        2459519.5351559999  2459519.5397800496       8435.71     -13969.30    120.45      6.29    6454.5
s1_2021-11-01T00-52-44_ext.ooo        2459519.5380143998  2459519.5426382362       8446.62     -13964.38    119.92      5.98    6294.6
s1_2021-11-01T00-56-53_ext.ooo        2459519.5408934001  2459519.5455170213       8445.80     -13971.12    114.45      5.70    6500.0
s1_2021-11-01T01-00-59_ext.ooo        2459519.5437472998  2459519.5483707073       8460.12     -13962.57    122.07      6.17    5819.9
s1_2021-11-01T01-05-06_ext.ooo        2459519.5466064001  2459519.5512295938       8465.26     -13963.11    128.35      6.54    5676.0
s1_2021-11-01T01-09-16_ext.ooo        2459519.5494969999  2459519.5541199776       8467.68     -13966.32    133.01      7.33    5594.3
s1_2021-11-01T01-13-23_ext.ooo        2459519.5523521998  2459519.5569749638       8475.40     -13964.07    117.14      5.80    5771.0
s1_2021-11-01T01-17-28_ext.ooo        2459519.5551915001  2459519.5598140517       8479.10     -13965.69    122.42      6.38    5927.5
s1_2021-11-01T01-21-38_ext.ooo        2459519.5580822998  2459519.5627046349       8486.88     -13963.23    124.80      6.89    5876.8
s1_2021-11-01T01-25-43_ext.ooo        2459519.5609213999  2459519.5655435226       8494.26     -13960.96    136.73      6.95    5870.5
s1_2021-11-01T01-29-50_ext.ooo        2459519.5637814002  2459519.5684033087       8499.14     -13961.12    128.49      6.20    5427.5
s1_2021-11-01T01-33-58_ext.ooo        2459519.5666462998  2459519.5712679937       8503.46     -13961.73    121.50      6.02    5485.4
s1_2021-11-01T01-38-03_ext.ooo        2459519.5694856001  2459519.5741070812       8511.27     -13958.70    133.02      6.83    5313.3
s1_2021-11-01T01-42-09_ext.ooo        2459519.5723293000  2459519.5769505678       8512.60     -13962.03    130.98      7.08    5461.3
s1_2021-11-01T01-46-19_ext.ooo        2459519.5752257002  2459519.5798467509       8520.43     -13958.85    128.85      6.72    5291.9
s1_2021-11-01T01-50-25_ext.ooo        2459519.5780718001  2459519.5826926376       8519.83     -13963.89    139.17      7.06    5105.8
s1_2021-11-01T01-54-31_ext.ooo        2459519.5809163000  2459519.5855369242       8524.38     -13963.66    139.26      7.64    4929.0
s1_2021-11-01T01-58-38_ext.ooo        2459519.5837760000  2459519.5883964095       8536.13     -13956.15    142.05      7.98    4920.7
s1_2021-11-01T02-02-46_ext.ooo        2459519.5866487999  2459519.5912689944       8534.83     -13961.57    141.59      7.19    4618.8
s1_2021-11-01T02-06-51_ext.ooo        2459519.5894905999  2459519.5941105811       8536.52     -13963.85    139.77      7.23    4714.5
s1_2021-11-01T02-11-02_ext.ooo        2459519.5923843998  2459519.5970041635       8537.42     -13966.85    140.61      7.28    4536.4
s1_2021-11-01T02-15-08_ext.ooo        2459519.5952422000  2459519.5998617494       8545.81     -13962.20    142.55      7.64    4272.4
s1_2021-11-01T02-19-14_ext.ooo        2459519.5980843999  2459519.6027037362       8553.11     -13958.50    140.00      7.73    4267.6
s1_2021-11-01T02-23-21_ext.ooo        2459519.6009481000  2459519.6055672211       8555.02     -13960.08    149.08      7.84    4363.2
s1_2021-11-01T02-27-27_ext.ooo        2459519.6037937002  2459519.6084126076       8555.50     -13962.96    144.31      7.50    4201.6
s1_2021-11-01T02-31-33_ext.ooo        2459519.6066339002  2459519.6112525943       8558.89     -13962.78    151.40      8.25    3919.5
s1_2021-11-01T02-35-40_ext.ooo        2459519.6094947001  2459519.6141131795       8576.79     -13948.00    306.89     17.42     990.2
s1_2021-11-01T21-24-58_ext.ooo        2459520.3937289999  2459520.3982893978       8408.41     -13977.49    106.45      5.14    7095.0
s1_2021-11-01T21-29-07_ext.ooo        2459520.3966112998  2459520.4011714826       8422.72     -13971.61    117.72      5.24    6836.4
s1_2021-11-01T21-33-15_ext.ooo        2459520.3994809999  2459520.4040409685       8432.34     -13970.39    105.01      4.43    6735.9
s1_2021-11-01T21-37-22_ext.ooo        2459520.4023388000  2459520.4068985549       8441.01     -13970.08    119.33      5.79    6543.8
s1_2021-11-01T21-41-27_ext.ooo        2459520.4051851002  2459520.4097446422       8451.21     -13968.21    116.50      5.43    6914.4
s1_2021-11-01T21-45-34_ext.ooo        2459520.4080427000  2459520.4126020288       8449.90     -13977.89    110.49      5.30    6464.0
s1_2021-11-01T21-49-42_ext.ooo        2459520.4109108001  2459520.4154699142       8461.22     -13974.95    116.87      5.35    6578.7
s1_2021-11-01T21-53-49_ext.ooo        2459520.4137689001  2459520.4183278005       8466.78     -13977.75    122.70      5.94    6475.2
s1_2021-11-01T21-57-54_ext.ooo        2459520.4166087001  2459520.4211673876       8477.49     -13975.32    116.67      5.48    6330.1
s1_2021-11-01T22-02-02_ext.ooo        2459520.4194695000  2459520.4240279733       8485.47     -13975.68    123.09      5.76    6080.9
s1_2021-11-01T22-06-08_ext.ooo        2459520.4223158001  2459520.4268740602       8499.90     -13969.53    110.11      5.29    6413.3
s1_2021-11-01T22-10-13_ext.ooo        2459520.4251619000  2459520.4297199468       8504.08     -13973.61    127.25      5.94    6569.5
s1_2021-11-01T22-14-26_ext.ooo        2459520.4280806999  2459520.4326385278       8508.91     -13977.23    110.38      5.93    6544.0
s1_2021-11-01T22-18-31_ext.ooo        2459520.4309196002  2459520.4354772153       8514.76     -13979.58    120.90      6.04    6637.9
s1_2021-11-01T22-22-37_ext.ooo        2459520.4337641001  2459520.4383215019       8523.45     -13979.08    124.59      6.15    6253.9
s1_2021-11-01T22-26-45_ext.ooo        2459520.4366366002  2459520.4411937864       8538.55     -13972.23    121.75      6.09    6427.9
s1_2021-11-01T22-30-50_ext.ooo        2459520.4394764001  2459520.4440333731       8539.28     -13979.62    120.84      5.65    5873.7
s1_2021-11-01T22-34-56_ext.ooo        2459520.4423210998  2459520.4468778591       8549.39     -13977.62    131.29      6.59    5693.1
s1_2021-11-01T22-39-04_ext.ooo        2459520.4451967999  2459520.4497533431       8554.31     -13980.86    125.58      7.19    5813.6
s1_2021-11-01T22-43-10_ext.ooo        2459520.4480417999  2459520.4525981294       8566.04     -13977.17    118.00      6.36    5825.1
s1_2021-11-01T22-47-16_ext.ooo        2459520.4508806998  2459520.4554368155       8580.26     -13970.93    130.95      6.39    5684.8
s1_2021-11-01T22-51-27_ext.ooo        2459520.4537857999  2459520.4583416972       8584.59     -13974.73    122.40      5.73    6207.6
s1_2021-11-01T22-55-33_ext.ooo        2459520.4566404000  2459520.4611960826       8593.39     -13973.87    134.81      6.37    6140.8
s1_2021-11-01T22-59-40_ext.ooo        2459520.4594939002  2459520.4640493682       8598.30     -13976.86    115.03      5.74    6588.5
s1_2021-11-01T23-03-48_ext.ooo        2459520.4623656999  2459520.4669209514       8608.37     -13974.69    109.15      5.22    6665.7
s1_2021-11-01T23-07-55_ext.ooo        2459520.4652272002  2459520.4697822365       8614.19     -13976.69    116.15      6.14    6469.6
s1_2021-11-01T23-12-03_ext.ooo        2459520.4680980002  2459520.4726528199       8622.33     -13976.34    123.79      6.33    6160.2
s1_2021-11-01T23-16-11_ext.ooo        2459520.4709644001  2459520.4755190038       8636.47     -13969.94    123.48      5.62    6043.0
s1_2021-11-01T23-20-16_ext.ooo        2459520.4738066001  2459520.4783609896       8643.64     -13970.38    120.53      6.36    5925.5
s1_2021-11-01T23-24-23_ext.ooo        2459520.4766628002  2459520.4812169741       8647.47     -13974.13    117.01      5.81    5923.7
s1_2021-11-01T23-28-33_ext.ooo        2459520.4795575002  2459520.4841114557       8654.82     -13974.42    122.75      6.10    5732.2
s1_2021-11-01T23-32-40_ext.ooo        2459520.4824142000  2459520.4869679399       8659.70     -13977.00    129.71      6.55    5734.8
s1_2021-11-01T23-36-46_ext.ooo        2459520.4852602999  2459520.4898138251       8673.00     -13971.07    121.36      5.57    5235.4
s1_2021-11-01T23-40-55_ext.ooo        2459520.4881453002  2459520.4926986075       8680.70     -13970.78    118.67      6.15    5523.0
s1_2021-11-01T23-45-01_ext.ooo        2459520.4909901000  2459520.4955431921       8687.18     -13971.54    123.22      6.19    5606.5
s1_2021-11-01T23-49-08_ext.ooo        2459520.4938463001  2459520.4983991766       8691.61     -13974.30    137.49      6.59    5430.6
s1_2021-11-01T23-53-18_ext.ooo        2459520.4967391999  2459520.5012918576       8704.27     -13968.85    117.80      5.37    5742.2
s1_2021-11-01T23-57-26_ext.ooo        2459520.4996158001  2459520.5041682404       8711.33     -13968.89    129.56      5.88    5503.9
s1_2021-11-02T00-01-34_ext.ooo        2459520.5024827002  2459520.5070349234       8721.26     -13965.96    125.63      5.97    6266.1
s1_2021-11-02T00-05-41_ext.ooo        2459520.5053436998  2459520.5098957070       8728.07     -13966.05    121.08      5.52    6077.7
s1_2021-11-02T00-09-47_ext.ooo        2459520.5081914999  2459520.5127432914       8735.13     -13965.77    122.48      5.81    5951.4
s1_2021-11-02T00-13-53_ext.ooo        2459520.5110304002  2459520.5155819766       8740.16     -13967.44    122.32      5.79    6061.5
s1_2021-11-02T00-18-00_ext.ooo        2459520.5138905998  2459520.5184419597       8749.95     -13964.29    122.70      5.81    6118.3
s1_2021-11-02T00-22-06_ext.ooo        2459520.5167477001  2459520.5212988434       8751.23     -13969.57    117.78      5.92    5897.5
s1_2021-11-02T00-26-14_ext.ooo        2459520.5196115002  2459520.5241624266       8764.05     -13963.24    127.44      5.98    6472.0
s1_2021-11-02T00-30-24_ext.ooo        2459520.5225016000  2459520.5270523075       8773.21     -13960.54    134.74      6.46    6002.7
s1_2021-11-02T00-34-30_ext.ooo        2459520.5253586001  2459520.5299090911       8779.06     -13960.98    116.66      5.75    6266.8
s1_2021-11-02T00-38-37_ext.ooo        2459520.5282109999  2459520.5327612744       8788.50     -13957.72    112.71      5.69    6380.1
s1_2021-11-02T00-42-44_ext.ooo        2459520.5310702999  2459520.5356203574       8795.84     -13956.49    125.59      6.52    5392.1
s1_2021-11-02T00-46-49_ext.ooo        2459520.5339068999  2459520.5384567422       8800.97     -13957.33    126.50      6.45    6091.0
s1_2021-11-02T00-50-54_ext.ooo        2459520.5367474002  2459520.5412970269       8808.03     -13956.13    128.78      6.01    5713.8
s1_2021-11-02T00-55-05_ext.ooo        2459520.5396432001  2459520.5441926070       8817.03     -13953.02    125.94      5.65    5916.3
s1_2021-11-02T00-59-12_ext.ooo        2459520.5425002002  2459520.5470493902       8815.62     -13960.14    118.40      5.81    5829.3
s1_2021-11-02T01-03-17_ext.ooo        2459520.5453444999  2459520.5498934737       8824.10     -13957.24    139.77      6.12    5788.3
s1_2021-11-02T01-07-24_ext.ooo        2459520.5482060001  2459520.5527547565       8833.56     -13953.29    132.11      6.02    5865.8
s1_2021-11-02T01-11-30_ext.ooo        2459520.5510463999  2459520.5555949407       8839.59     -13952.62    123.07      6.49    5657.3
s1_2021-11-02T01-15-35_ext.ooo        2459520.5538869998  2459520.5584353246       8845.97     -13951.50    142.06      6.45    5371.6
s1_2021-11-02T01-19-46_ext.ooo        2459520.5567863998  2459520.5613345038       8847.46     -13955.27    134.25      6.91    4813.9
s1_2021-11-02T01-23-52_ext.ooo        2459520.5596381999  2459520.5641860873       8858.42     -13949.36    122.11      6.20    5363.1
s1_2021-11-02T01-27-59_ext.ooo        2459520.5624960000  2459520.5670436700       8860.64     -13952.10    139.71      7.20    4838.9
s1_2021-11-02T01-32-07_ext.ooo        2459520.5653650998  2459520.5699125514       8864.38     -13953.23    135.49      7.15    3910.8
s1_2021-11-02T01-36-13_ext.ooo        2459520.5682108002  2459520.5727580353       8867.49     -13954.84    139.78      7.26    4559.1
s1_2021-11-02T01-40-18_ext.ooo        2459520.5710502001  2459520.5755972192       8876.18     -13950.73    145.81      7.54    5046.3
s1_2021-11-02T01-44-30_ext.ooo        2459520.5739619001  2459520.5785086975       8889.22     -13942.28    156.24      7.78    4453.3
s1_2021-11-02T01-48-35_ext.ooo        2459520.5768017001  2459520.5813482814       8883.63     -13952.22    124.92      5.91    4708.5
s1_2021-11-02T01-52-41_ext.ooo        2459520.5796420001  2459520.5841883649       8884.62     -13955.47    149.73      7.66    4465.2
s1_2021-11-02T01-56-50_ext.ooo        2459520.5825331002  2459520.5870792447       8894.77     -13949.51    136.24      7.31    4355.2
s1_2021-11-02T02-00-57_ext.ooo        2459520.5853928002  2459520.5899387267       8903.33     -13944.98    129.51      6.58    4261.3
s1_2021-11-02T02-05-03_ext.ooo        2459520.5882383999  2459520.5927841100       8902.05     -13950.14    147.60      8.10    3978.5
s1_2021-11-02T02-09-12_ext.ooo        2459520.5911145001  2459520.5956599908       8908.66     -13947.34    150.37      8.31    3183.2
s1_2021-11-02T02-13-18_ext.ooo        2459520.5939596999  2459520.5985049736       8915.42     -13944.22    170.77      9.64    2871.1
s1_2021-11-02T02-17-23_ext.ooo        2459520.5967995999  2459520.6013446571       8921.32     -13941.84    161.10      9.31    3143.5
s1_2021-11-02T02-21-34_ext.ooo        2459520.5997004001  2459520.6042452361       8932.32     -13934.29    151.75      8.31    3239.6
s1_2021-11-02T02-25-41_ext.ooo        2459520.6025585998  2459520.6071032179       8925.57     -13944.33    147.80      8.17    3035.2
s1_2021-11-02T02-29-48_ext.ooo        2459520.6054169000  2459520.6099613002       8938.68     -13934.37    213.14     12.53    2038.0
s1_2021-11-03T19-14-27_ext.ooo        2459522.3030981999  2459522.3075138009       8883.24     -13950.48    143.14      6.98    4163.1
s1_2021-11-03T19-18-35_ext.ooo        2459522.3059646999  2459522.3103800826       8881.15     -13959.71    135.53      7.10    3609.5
s1_2021-11-03T19-22-43_ext.ooo        2459522.3088377002  2459522.3132528639       8902.68     -13945.42    158.08      8.69    2947.8
s1_2021-11-03T19-26-53_ext.ooo        2459522.3117304998  2459522.3161454434       8905.70     -13949.76    135.99      7.12    3883.5
s1_2021-11-03T19-30-58_ext.ooo        2459522.3145683999  2459522.3189831269       8916.64     -13946.11    122.93      6.17    4768.9
s1_2021-11-03T19-35-04_ext.ooo        2459522.3174190000  2459522.3218335100       8923.65     -13946.48    127.74      6.60    5070.7
s1_2021-11-03T19-39-14_ext.ooo        2459522.3203070001  2459522.3247212898       8935.29     -13942.38    121.69      6.18    4969.2
s1_2021-11-03T19-43-21_ext.ooo        2459522.3231616998  2459522.3275757716       8940.62     -13944.58    128.39      6.09    4951.4
s1_2021-11-03T19-47-26_ext.ooo        2459522.3260009000  2459522.3304147548       8952.99     -13939.74    135.72      6.54    4887.1
s1_2021-11-03T19-51-33_ext.ooo        2459522.3288634000  2459522.3332770364       8960.66     -13939.72    136.27      6.69    4485.7
s1_2021-11-03T19-55-39_ext.ooo        2459522.3317028000  2459522.3361162194       8967.92     -13940.11    124.53      6.13    4473.7
s1_2021-11-03T19-59-44_ext.ooo        2459522.3345452002  2459522.3389584026       8971.14     -13944.59    119.63      6.08    4745.9
s1_2021-11-03T20-03-52_ext.ooo        2459522.3374100998  2459522.3418230833       8978.78     -13944.78    128.89      6.19    5028.1
s1_2021-11-03T20-07-57_ext.ooo        2459522.3402495999  2459522.3446623664       8992.01     -13939.34    121.05      5.87    4950.1
s1_2021-11-03T20-12-04_ext.ooo        2459522.3431083001  2459522.3475208478       8995.27     -13943.98    128.07      6.31    4829.2
s1_2021-11-03T20-16-11_ext.ooo        2459522.3459669999  2459522.3503793287       9004.69     -13942.50    127.26      6.39    5081.9
s1_2021-11-03T20-20-17_ext.ooo        2459522.3488110001  2459522.3532231115       9026.68     -13928.45    110.53      5.38    5447.4
s1_2021-11-03T20-24-22_ext.ooo        2459522.3516509999  2459522.3560628938       9023.01     -13940.08    120.21      5.73    5550.3
s1_2021-11-03T20-28-30_ext.ooo        2459522.3545188000  2459522.3589304741       9032.31     -13938.87    133.67      6.38    5166.7
s1_2021-11-03T20-32-39_ext.ooo        2459522.3573961002  2459522.3618075540       9041.24     -13938.08    137.50      6.95    4468.0
s1_2021-11-03T20-36-44_ext.ooo        2459522.3602351998  2459522.3646464362       9049.60     -13937.78    120.64      6.39    4338.0
s1_2021-11-03T20-40-55_ext.ooo        2459522.3631404000  2459522.3675514134       9061.70     -13933.98    141.41      7.28    3630.2
s1_2021-11-03T20-45-02_ext.ooo        2459522.3659962001  2459522.3704069946       9072.52     -13931.33    122.80      6.16    4840.4
s1_2021-11-03T20-49-08_ext.ooo        2459522.3688503001  2459522.3732608757       9078.17     -13933.87    126.61      6.34    5467.6
s1_2021-11-03T20-53-15_ext.ooo        2459522.3717109002  2459522.3761212560       9088.93     -13931.34    134.69      7.01    4122.5
s1_2021-11-03T20-57-22_ext.ooo        2459522.3745718002  2459522.3789819367       9103.27     -13925.27    237.41     14.77    1488.0
s1_2021-11-03T21-01-31_ext.ooo        2459522.3774437001  2459522.3818536159       9108.89     -13927.95    127.42      6.22    4940.7
s1_2021-11-03T21-05-38_ext.ooo        2459522.3803054001  2459522.3847150961       9109.59     -13935.55    125.12      6.21    5791.6
s1_2021-11-03T21-09-43_ext.ooo        2459522.3831464001  2459522.3875558777       9119.76     -13933.62    127.33      6.64    5703.6
s1_2021-11-03T21-13-49_ext.ooo        2459522.3859855998  2459522.3903948590       9127.89     -13933.74    121.38      6.46    4911.5
s1_2021-11-03T21-17-59_ext.ooo        2459522.3888840000  2459522.3932930361       9136.37     -13933.70    125.42      5.95    5725.1
s1_2021-11-03T21-22-05_ext.ooo        2459522.3917254000  2459522.3961342177       9149.83     -13928.51    132.89      6.35    5887.6
s1_2021-11-03T21-26-10_ext.ooo        2459522.3945694999  2459522.3989780988       9151.40     -13935.22    124.75      6.35    5806.2
s1_2021-11-03T21-30-20_ext.ooo        2459522.3974621999  2459522.4018705757       9163.07     -13931.98    127.84      6.54    5414.3
s1_2021-11-03T21-34-27_ext.ooo        2459522.4003180000  2459522.4047261560       9171.49     -13931.88    130.40      6.50    5508.0
s1_2021-11-03T21-38-33_ext.ooo        2459522.4031623001  2459522.4075702368       9179.82     -13931.83    120.69      5.69    5450.7
s1_2021-11-03T21-42-40_ext.ooo        2459522.4060269999  2459522.4104347159       9183.63     -13936.36    136.11      7.20    5295.2
